"","date","plot_id","spei12","year","month","spei18","spei24"
"18478","1966-09-16","RON01",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18479","1966-09-16","RON02",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18480","1966-09-16","RON05",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18481","1966-09-16","RON04",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18482","1966-09-16","URZ03",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18483","1966-09-16","URZ02",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18484","1966-09-16","URZ01",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18485","1966-09-16","RON03",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18486","1966-09-16","RON06",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18487","1966-09-16","OZA01",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18488","1966-09-16","FAG01",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18489","1966-09-16","FAG02",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18490","1966-09-16","FAG03",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18491","1966-09-16","FAG04",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18492","1966-09-16","FAG05",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18493","1966-10-16","ADO02",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18494","1966-10-16","ADO03",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18495","1966-10-16","ADO01",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18496","1966-10-16","CED01",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18497","1966-10-16","CED06",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18498","1966-10-16","CED02",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18499","1966-10-16","CED03",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18500","1966-10-16","CED04",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18501","1966-10-16","CED05",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18502","1966-10-16","COR04",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18503","1966-10-16","COR02",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18504","1966-10-16","COR01",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18505","1966-10-16","COR03",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18506","1966-10-16","COR05",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18507","1966-10-16","COR06",-0.616439521312714,1966,10,-0.627450525760651,0.00994568224996328
"18508","1966-10-16","TRA01",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18509","1966-10-16","TRA04",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18510","1966-10-16","TRA02",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18511","1966-10-16","TRA03",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18512","1966-10-16","ALU07",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18513","1966-10-16","ALU08",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18514","1966-10-16","ALU06",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18515","1966-10-16","ALU01",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18516","1966-10-16","ALU02",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18517","1966-10-16","ALU03",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18518","1966-10-16","ALU04",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
"18519","1966-10-16","ALU05",-0.0366862490773201,1966,10,-0.174172848463058,0.138268783688545
